,title,price,description,link,Image,categorie
159,KLORANE SHAMPOOING SEBOREDUCTEUR A L’ORTIE 200ML,20.980 TND TTC,"

Grâce à sa base lavante équilibrante enrichie en extrait de l’Ortie, ce shampooing diminue en douceur l’excès de sébum.
 Purifié, le cuir chevelu est propre, la chevelure reste légère et aérée plus longtemps. Les shampooings s’espacent progressivement.

",https://anais.tn/produit/klorane-shampooing-seboredecteur-a-lortie-200ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-shampooing-seboreducteur-a-l-ortie-400-ml-min.jpg,Cheveux
160,KLORANE SOIN SOLEIL BAUME RICHE REPARATEUR A LA CIRE D’YLANG-YLANG 200 ML,25.680 TND TTC,"

Un baume réparateur spécialement formulé pour les cheveux photo-exposés et agressés par la mer, le soleil, le sable ou la piscine.

",https://anais.tn/produit/klorane-soin-soleil-baume-riche-reparateur-a-la-cire-dylang-ylang-200-ml/,https://anais.tn/wp-content/uploads/2020/10/klorane-baume-riche-reparateur-a-la-cire-d-ylang-ylang-200ml-min.jpg,Cheveux
161,KUORA SHAMPOING ANTI CHUTE 250ML,36.150 TND 31.880 TND TTC,"

Spécialement conçu pour stimuler la circulation capillaire, il revitalise et renforce les follicules pileux
 Sa base émulsifiante douce et lisse n’est pas grasse et ne contient aucun colorant, ce produit peut donc être utilisé aussi souvent que nécessaire 
Convient aux deux types de cheveux gras ou secs.

",https://anais.tn/produit/kuora-shampoing-anti-chute-250ml/,https://anais.tn/wp-content/uploads/2020/10/kuora-shamp-anti-chute.jpg,Cheveux
162,LA ROCHE POSAY KERIUM ANTI-CHUTE,108.300 TND TTC,"

Kerium Anti-Chute est un traitement dermatologique qui casse la chaîne de la chute.
Il freine la chute de cheveux, stimule la croissance et redonne corps et resistance à la fibre.
L’innovation réside dans l’intégration d’une nouvelle molécule anti-chute issue de la recherche sur l’inflammation : Le Madécassoside.
Il est vendu avec 2 embouts : un spray large zone pour les zones clairsemées (hommes) et un bec long pour une application raie par raie (femmes)

",https://anais.tn/produit/la-roche-posay-kerium-anti-chute/,https://anais.tn/wp-content/uploads/2021/03/la-roche-posay-kerium-shampooing-traitement-anti-chute-125-ml-compressed.jpg,Cheveux
163,LAKME BIO ARGAN OIL 125ML,62.980 TND,"

 Brillance authentique et naturelle et toucher velouté.

Texture soyeuse spectaculaire.

Hydratation.
Traite délicatement les pointes abîmées et adoucit la cuticule.

Discipline les frisottis.

",https://anais.tn/produit/lakme-bio-argan-oil-125ml/,https://anais.tn/wp-content/uploads/2020/10/k-therapy-bioargan-oil.jpg,Cheveux
164,LAKME MASQUE HYDRATANT 250ML,56.550 TND TTC,"

Hydrate et nourrit en profondeur
Récupère l’éclat, la douceur et la souplesse
Protège contre les agressions environnementales
Forte résistance à la rupture
Tous types de cheveux

",https://anais.tn/produit/lakme-masque-hydratant-250ml/,https://anais.tn/wp-content/uploads/2021/03/f42e52df20eef1b0933337db06552c011497343247-lg.png,Cheveux
165,LAKME SHAMPOING HYDRATANT ARGAN BIO,41.650 TND TTC,"

 Shampooing hydratant à l’huile d’argan 100 % organique
 Sans sulfates
 Prévient la déshydratation des cheveux
 Protège les cheveux colorés
 Traite délicatement les cheveux pour un coiffage facilité
 Convient à tous types de cheveux

",https://anais.tn/produit/lakme-shampoing-hydratant-argan-bio/,https://anais.tn/wp-content/uploads/2021/03/k-therapy-bioargan-shampoo.jpg,Cheveux
166,LIPEROL TROUSSE BLEUE (LIPEROL+ LIPEROL+),58.900 TND TTC,"

Liperol Shampooing 150ML Spécifique pour un nettoyage physiologique, hydratant et apaisant du cuir chevelu.
Est indiqué pour tous les types de cheveux et plus particulièrement pour les cuirs chevelus sensibles, fins et facilement irritables.
Liperol Plus Shampooing 150ML Spécifique pour un nettoyage physiologique, hydratant et apaisant du cuir chevelu.
Il est particulièrement indiqué aux sujets prédisposés aux rougeurs et aux desquamations du cuir chevelu, prévenant ainsi la chute des cheveux.

",https://anais.tn/produit/liperol-trousse-bleue-liperol-liperol/,https://anais.tn/wp-content/uploads/2020/11/COFFRET-LIPEROL-min.jpg,Cheveux
167,MUSTELA  SHAMPOOING DOUX 200ML,19.800 TND TTC,"

Idéal au quotidien pour laver et démêler les cheveux du nouveau-né, du bébé et de l’enfant.
Ne pique pas les yeux .
Nettoie les cheveux en douceur : 100% de satisfaction.
 Évite la formation des noeuds : 98% de satisfaction. 
Laisse une odeur unique sur les cheveux.
 Se rince facilement et ne pique pas les yeux .

",https://anais.tn/produit/mustela-shampooing-doux-200ml/,https://anais.tn/wp-content/uploads/2020/04/shampoing-doux-200ml.jpg,Cheveux
168,MUSTELA BEBE SHAMPOOING DOUX CHEVEUX 500ML,38.500 TND TTC,"
Le Shampooing Doux Mustela contient 93% d’ingrédients d’origine naturelle

Idéal au quotidien pour laver et démêler les cheveux du nouveau-né*,du bébé et de l’enfant
Laisse une odeur unique sur les cheveux
Se rince facilement et ne pique pas les yeux

",https://anais.tn/produit/mustela-mustela-bebe-shampooing-doux-cheveux-500ml/,https://anais.tn/wp-content/uploads/2020/05/3504105028206-shampooing-doux-500ml-2x-min.jpg,Cheveux
169,NATURALIS MASQUE ENERGISANT FORTIFIANT 100ML,22.990 TND TTC,"

Un véritable stimulateur de la croissance du cheveu existant, il aide ainsi à retarder le processus de la chute
Renforce et revitalise les cheveux et leurs donne plus de volume
Ce traitement prévient contre la chute prématurée des cheveux et fortifie le cuir chevelu

",https://anais.tn/produit/naturalis-masque-energisant-fortifiant-200ml/,https://anais.tn/wp-content/uploads/2020/10/compressed-yci8.jpg,Cheveux
170,NATURALIS MASQUE LISSANT CHEVEUX ABÎMÉS FRAGILISES 100ML,23.990 TND TTC,"

Un véritable traitement pour les cheveux, il adoucit et apporte de la brillance
Il est notamment conseillé pour les cheveux abimés
Nourrit la fibre capillaire, démêler les cheveux et leur donner la brillance, lisser la chevelure jusqu’au prochain lavage

",https://anais.tn/produit/naturalis-masque-lissant-cheveux-abimes-fragilises-100ml/,https://anais.tn/wp-content/uploads/2020/10/compressed-dffv.jpg,Cheveux
171,NATURALIS SERUM CAPILLAIRE FORTIFIANT ANTICHUTE 50ML,30.990 TND TTC,"

Véritable stimulateur de la croissance du cheveu existant
Aide ainsi à retarder le processus de la chute
Renforce et revitalise les cheveux et leurs donne plus de volume

",https://anais.tn/produit/naturalis-serum-capillaire-fortifiant-antichute-50ml/,https://anais.tn/wp-content/uploads/2020/10/naturalis-serum-capillaire-fortifiant-antichute.jpg,Cheveux
172,NATURALIS SHAMPOING ANTIPELLICULAIRE 200ML,24.990 TND TTC,"


Lutte contre la prolifération des champignons et des bactéries responsables sur la présence des pellicules. 
Que vous soyez femme ou homme, pellicules grasses ou sèches, le traitement naturalis antipelliculaire agit en profondeur, calme les démangeaisons et remédie la squamation rapidement et dès les premières utilisations.



",https://anais.tn/produit/naturalis-shampoing-antipelliculaire-200ml/,https://anais.tn/wp-content/uploads/2020/10/naturalis-masque-anti-pelliculaire-100ml-min.jpg,Cheveux
173,NATURALIS SHAMPOING ENERGISANT FORTIFIANT 200ML,29.800 TND TTC,"

La chute des cheveux en automne est un problème que la majorité des femmes ou des hommes en souffre. 
Des cheveux qui tombent par centaines et que vous ne savez ni pourquoi ni comment arrêter ce phénomène ou le remédier.
 Sans sulfate sans paraben

",https://anais.tn/produit/naturalis-shampoing-energisant-fortifiant-200ml/,https://anais.tn/wp-content/uploads/2020/10/naturalis-shampoing-energisant-fortifiant-min.jpg,Cheveux
174,NATURALIS SHAMPOING LISSANT CHEVEUX ABÎMÉS FRAGILISES 200ML,30.990 TND TTC,-,https://anais.tn/produit/naturalis-shampoing-lissant-cheveux-abimes-fragilises-200ml/,-,Cheveux
175,NATURÉ MOI – APRÈS-SHAMPOOING REFLETS DORÉS 200ML,29.980 TND TTC,"

Cet après-shampooing RAVIVE LES REFLETS des cheveux blonds naturels, méchés ou colorés avec 98% d’ingrédients d’origine naturelle de la CAMOMILLE de chez nous 100% BIO, aux propriétés adoucissantes.
Une formule sympathique sans sulfate, ni silicone.

",https://anais.tn/produit/nature-moi-apres-shampooing-reflets-dores-200ml/,-,Cheveux
176,NATURE MOI APRÈS-SHAMPOOING AUX 3 HUILES 200ML,16.400 TND TTC,"

L’après-shampooing Nature moi permet de démêler parfaitement les cheveux nourrir et réparer les cheveux très secs ou frisés grâce à sa formule faite de l’association unique de 3 huiles BIO (olive, onage et abricot) et de l’extrait de miel BIO du Limousin sans les alourdir et les protège des agressions extérieures.
Son parfum aux accords chauds et gourmands laisse une délicate note sur les cheveux.
Sans sulfate, ni silicone ni parabène , jusqu’à 99% biodégradables.

",https://anais.tn/produit/nature-moi-apres-shampooing-aux-3-huiles/,https://anais.tn/wp-content/uploads/2020/10/IMG-PNG.jpg,Cheveux
177,NATURE MOI APRÈS-SHAMPOOING COULEUR ÉCLAT 200ML,19.750 TND TTC,"

Notre après-shampooing couleur éclat se rince facilement, démêle parfaitement les cheveux sans les alourdir et les protège des agressions extérieures. Nourris, les cheveux retrouvent douceur et brillance.

Grâce à l’association de la groseille BIO d’Ardèche et de l’huile de pépin de raisin BIO, la couleur n’aura jamais été aussi protégée et prolongée.

",https://anais.tn/produit/nature-moi-apres-shampooing-couleur-eclat-200ml/,https://anais.tn/wp-content/uploads/2020/10/NMAC.jpg,Cheveux
178,NATURE MOI APRÈS-SHAMPOOING EXTRA-DOUX 200ML,16.980 TND TTC,"

Nature moi l’après-shampooing extra-doux se rince facilement, démêle parfaitement les cheveux sans les alourdir et les protège des agressions extérieures. Les cheveux sont fortifiés et éclatants de santé.

Cet après shampooing se caractérise par un délicieux parfum aux accords fruités et légèrement fleuris laisse une délicate note sur les cheveux.
Sans sulfate, ni silicone ni parabène, Jusqu’à 99% biodégradables.

",https://anais.tn/produit/nature-moi-apres-shampooing-extra-doux-200ml/,-,Cheveux
179,NATURE MOI APRÈS-SHAMPOOING NOURRISSANT 200ML,16.980 TND TTC,"

L’après-shampooing NATURE MOI nourrissant se rince facilement, démêle parfaitement les cheveux sans les alourdir et les protège des agressions extérieures, grâce au mélange astucieux de l’abricot BIO du Roussillon et de l’huile d’argan BIO, les cheveux n’auront jamais été aussi nourris et réparés des racines jusqu’aux pointes.
Les cheveux retrouvent brillance, douceur et souplesse. 
Son délicieux parfum oriental aux accords chauds et lactés laisse une délicate note sur les cheveux.

",https://anais.tn/produit/nature-moi-apres-shampooing-nourrissant-200ml/,https://anais.tn/wp-content/uploads/2020/10/nature-moi-apres-shampooing-nourrissant-200ml-jaune-abricot-compressed.jpg,Cheveux
180,NATURE MOI APRÈS-SHAMPOOING PURIFIANT 200ML,21.250 TND TTC,"

Nature Moi l’après shampooing purifiant qui n’auront jamais été aussi purifiés, légers, propres et sains. 
Notre après-shampooing purifiant se rince facilement, démêle parfaitement les cheveux sans les alourdir et les protège des agressions extérieures.
Son délicieux parfum méditerranéen aux accords rafraîchissants laisse une délicate note sur les cheveux.

",https://anais.tn/produit/nature-moi-apres-shampooing-purifiant-200ml/,https://anais.tn/wp-content/uploads/2020/10/NMAP.jpg,Cheveux
181,NATURE MOI APRÈS-SHAMPOOING VOLUME 200ML,21.450 TND TTC,"

Avec Nature moi l’après shampooing les cheveux n’auront jamais eu autant de volume grâce au duo riz BIO de Camargue et miel BIO du Limousin, Notre après-shampooing volume se rince facilement, démêle parfaitement les cheveux sans les alourdir et les protège des agressions extérieures.

Son parfum voluptueux aux accords fruités et marins laisse une délicate note sur les cheveux.

",https://anais.tn/produit/nature-moi-apres-shampooing-volume-200ml/,-,Cheveux
182,NATURE MOI MASQUE AUX 3 HUILES 300ML,32.500 TND TTC,"

Ce masque NOURRIT et REPARE nos cheveux avec 96% d’ingrédients d’origine naturelle, du MIEL du Limousin 100% BIO et de l’HUILE D’OLIVE, D’ONAGRE ET D’ABRICOT 100% BIO aux propriétés nourrissantes.

",https://anais.tn/produit/nature-moi-masque-aux-3-huiles-300ml/,https://anais.tn/wp-content/uploads/2020/10/a018d8cda498a8b552a8a5993eca0d2042e05b33_NMMH_base.jpg,Cheveux
183,NATURE MOI MASQUE COULEUR ÉCLAT 300ML,35.250 TND TTC,"

Ce masque NOURRIT et REPARE nos cheveux avec 96% d’ingrédients d’origine naturelle, du MIEL du Limousin 100% BIO et de l’HUILE D’OLIVE, D’ONAGRE ET D’ABRICOT 100% BIO aux propriétés nourrissantes.

",https://anais.tn/produit/nature-moi-masque-couleur-eclat-300ml/,https://anais.tn/wp-content/uploads/2020/10/NMMC-compressed-1.jpg,Cheveux
184,NATURÉ MOI MASQUE NOURRISSANT 300ML,32.650 TND TTC,"

Le Nature Moi le masque Nourrisant grâce au mélange astucieux de l’abricot BIO du Roussillon et de l’huile d’argan BIO, les cheveux n’auront jamais été aussi nourris et réparés des racines jusqu’aux pointes Notre masque nourrissant, agréable à appliquer et à rincer, facilite le coiffage tout en protégeant les cheveux des agressions extérieures. 
Les cheveux sont protégés du dessèchement et plus résistants, ils retrouvent souplesse, douceur et brillance. 
Son délicieux parfum oriental aux accords chauds et lactés laisse une délicate note sur les cheveux.

",https://anais.tn/produit/nature-moi-masque-nourrissant-300ml/,https://anais.tn/wp-content/uploads/2020/10/shampooing-apres-shampooing-compressed.jpg,Cheveux
185,NATURE MOI SÉRUM AUX 3 HUILES,32.750 TND TTC,"

Le sérum Nature Moi protège les cheveux du dessèchement et de la casse sans jamais les alourdir
Les cheveux seront sublimés, assouplis et retrouvent force et brillance grâce à l’association unique de 3 huiles BIO (olive, onage et abricot) et de l’extrait de miel BIO du Limousin protège et répare les zones abîmées (pointes et mi- longueurs)
Son parfum aux accords chauds et gourmands laisse une délicate note sur les cheveux 

",https://anais.tn/produit/nature-moi-serum-aux-3-huiles/,https://anais.tn/wp-content/uploads/2020/10/NMSEH.jpg,Cheveux
186,NATURE MOI SHAMPOOING AUX 3 HUILES 250ML,27.980 TND TTC,"

Le shampooing Nature moi aux 3 huiles BIO (olive, onage et abricot) nettoie les cheveux sans les alourdir, tout en les protégeant des agressions extérieures. 
Les cheveux sont moins cassants et ils retrouvent douceur, souplesse et brillance grâce à l’association unique de ces 3 huiles et de l’extrait de miel BIO du Limousin qui nourrit et répare les cheveux très secs ou frisés après chaque shampooing

",https://anais.tn/produit/nature-moi-shampooing-aux-3-huiles-250ml/,https://anais.tn/wp-content/uploads/2020/10/NMSH.jpg,Cheveux
187,NATURÉ MOI SHAMPOOING BRUNETTES 250ML,29.950 TND TTC,"

Ce shampooing de nature moi permet de raviver les couleurs des cheveux bruns naturels, méchés ou colorés avec 95% d’ingrédients d’origine naturelle
du VINAIGRE DE FRAMBOISE de chez nous 100% BIO, aux propriétés embellissantes et du HENNE connu pour intensifier les reflets.

",https://anais.tn/produit/nature-moi-shampooing-brunettes-250ml/,https://anais.tn/wp-content/uploads/2020/10/anais-naturé-moi-min.jpg,Cheveux
188,NATURE MOI SHAMPOOING COULEUR ÉCLAT 250ML,20.700 TND TTC,"

Le shampooing Nature Moi couleur éclat nettoie les cheveux en douceur sans les alourdir tout en les protégeant des agressions extérieures. 
Nourris, ils retrouvent leur brillance grâce à l’association de la groseille BIO d’Ardèche et de l’huile de pépin de raisin BIO, la couleur n’aura jamais été aussi protégée et prolongée.


",https://anais.tn/produit/nature-moi-shampooing-couleur-eclat-250ml/,https://anais.tn/wp-content/uploads/2020/10/NMSC.jpg,Cheveux
189,NATURE MOI SHAMPOOING EXTRA-DOUX 250ML,19.980 TND TTC,"

Grâce au mélange astucieux de l’abricot BIO du Roussillon et de l’huile d’argan BIO, Nature Moi le shampooing nourrissant nettoie les cheveux en douceur sans les alourdir tout en les protégeant des agressions extérieures, les cheveux n’auront jamais été aussi nourris et réparés des racines jusqu’aux pointes.

",https://anais.tn/produit/nature-moi-shampooing-extra-doux-250ml/,https://anais.tn/wp-content/uploads/2020/10/SNMSE.jpg,Cheveux
190,NATURE MOI SHAMPOOING NOURRISSANT 250ML,20.800 TND TTC,"

Grâce au mélange astucieux de l’abricot BIO du Roussillon et de l’huile d’argan BIO, Nature Moi le shampooing nourrissant nettoie les cheveux en douceur sans les alourdir tout en les protégeant des agressions extérieures, les cheveux n’auront jamais été aussi nourris et réparés des racines jusqu’aux pointes.

",https://anais.tn/produit/nature-moi-shampooing-nourrissant-250ml/,https://anais.tn/wp-content/uploads/2020/10/nature-moi-shampooing-nourrissant-250ml-compressed-1.jpg,Cheveux
191,NATURE MOI SHAMPOOING PURIFIANT 250ML,20.500 TND TTC,"

Le shampooing Nature Moi purifiant nettoie les cheveux en douceur sans les alourdir tout en les protégeant des agressions extérieures.

",https://anais.tn/produit/nature-moi-shampooing-purifiant-250ml/,https://anais.tn/wp-content/uploads/2020/10/NMSP.jpg,Cheveux
192,NATURE MOI SHAMPOOING VOLUME 250ML,24.980 TND TTC,"

Le shampooing Nature Moi volume nettoie les cheveux en douceur sans les alourdir tout en les protégeant des agressions extérieures.

",https://anais.tn/produit/nature-moi-shampooing-volume-250ml/,https://anais.tn/wp-content/uploads/2020/10/NMSV.jpg,Cheveux
193,NOVOPHANE SHAMPOOING SÉBORÉGULATEUR 200ML,31.890 TND TTC,"

Enfin une solution douce et efficace qui permet aux personnes concernées de retrouver une chevelure saine en réduisant sans agression la production de sébum. 
Il nettoie en douceur, redonnant volume souplesse et légèreté aux cheveux gras grâce à un puissant complexe sébo-régulateur.

",https://anais.tn/produit/acm-novophane-shampooing-cheveux-gras/,https://anais.tn/wp-content/uploads/2020/10/acm-novophane-shampooing-cheveux-gras-200ml-min.jpg,Cheveux
194,NUTRICAP ANTI CHUTE 180 GELULES,147.500 TND TTC,"

Nutricap anti-chute 180-gelules complementest un alimentaire permet réduire sensiblement la chute de cheveux Croissance aide à stimuler les cheveux de l’intérieur et participe ainsi à leur croissance.
Le prosilium, extrait végétal de prêle, aide à renforcer les cheveux et les ongles.
Le fer et les vitamines B5, B2 et PP aident à lutter contre la fatigue passagère, qui peut être responsable des cheveux ternes et fragiles.
La vitamine B8 et le zinc participent au maintien des cheveux et du cuir chevelu en pleine santé.
La vitamine E complète la formule par son action anti-radicalaire.
Pour une efficacité optimale, compléter l’action du complément alimentaire par: le shampooing et le sérum anti-chute.  

",https://anais.tn/produit/nutricap-anti-chute-180-gelules/,https://anais.tn/wp-content/uploads/2020/05/nutricap-croissance-180-gelules.jpg,Cheveux
195,NUTRICAP ANTI-CHUTE SERUM 10 AMPOULES,61.600 TND TTC,"

Freine la chute, stimule la pousse et la croissance.
A la prolytéine, extrait d’origine végétale qui aide à retarder la chute des cheveux, et à l’ancrine qui diminue de 30% le nombre de cheveux en phase télogène (chute), le sérum agit à la racine pour aider à lutter contre la perte des cheveux et favoriser la pousse des cheveux existants.

",https://anais.tn/produit/nutricap-anti-chute-serum-10-ampoules/,https://anais.tn/wp-content/uploads/2020/05/Nutricap-Anti-Chute-Sérum-10-Ampoules-scaled.jpg,Cheveux
196,"NUTRICAP ANTICHUTE, 60 GELLULES",68.500 TND TTC,"

Nutricap anti chute aide à irriguer le cuir chevelu, grâce au Prosilium et aux vitamines PP permettant au bulbe pileux de pousser plus vite. 
De plus il améliore la santé du cuir chevelu et contribue à la constitution de la kératine qui augmente la résistance des cheveux.
 Le Fer et le Zinc les rendent plus forts et résistants afin de prévenir leur chute.
 La vitamine B contribue à renforcer le cheveu et améliore la santé du cuir chevelu.
La vitamine E complète la formule par son action antivieillissement.

",https://anais.tn/produit/nutricap-antichute-60-gellules/,https://anais.tn/wp-content/uploads/2021/09/unnamed-3-min.jpg,Cheveux
197,NUTRICAP CHEVEUX ET ONGLES KERATINE VITALITE 30 CAPSULES,51.700 TND TTC,"

Pour une efficacité optimale, compléter le complément alimentaire Nutricap Kératine Vitalité par le shampooing à l’huile de germe de blé et par le soin nutritif et démêlant au karité.
Lorsque l’organisme est négligé, les premières cellules à en pâtir sont les cellules à renouvellement rapide, celles de la peau et des cheveux.
Si vous perdez vos cheveux, qu’ils sont ternes et fatigués, nous vous recommandons de surveiller votre hygiène de vie.
Votre alimentation doit vous apporter quotidiennement les cinq composants alimentaires indispensables au développement de vos follicules pileux : protéines, soufre, zinc, fer, vitamines du groupe B.
Eviter de fumer, le tabac diminue l’élasticité des vaisseaux sanguins, particulièrement nombreux et étroits, au niveau du cuir chevelu.
Le sport est bénéfique pour vos cheveux, il aide à éliminer les résidus sébacés.
 Mais il y a certaines précautions à prendre : la transpiration ne doit pas rester sur le cuir chevelu car elle risque de déséquilibrer son pH.
 Il faut donc ensuite bien se rincer les cheveux, ou les laver en utilisant des produits doux et peu moussants. 
Stimuler le cuir chevelu ce qui favorise la circulation du sang et l’activité des racines.

",https://anais.tn/produit/nutricap-cheveux-et-ongles-keratine-vitalite-30-capsules/,https://anais.tn/wp-content/uploads/2020/05/nutricap-cheveux-et-ongles-keratine-vitalite-30-capsules.jpg,Cheveux
198,NUXE COFFRET BIO BEAUTE FORMAT VOYAGE,52.700 TND TTC,"

Cette trousse Nuxe Bio Beauté comprend 5 produits essentiels au format voyage :
Crème à la texture ultra fondante conçue pour réparer, nourrir et apaiser les mains abîmées, sèches et rugueuses.
Crème fondante et soyeuse qui détoxifie la peau et limite l’adhésion des particules polluantes. Elle hydrate et révèle l’éclat de toutes les peaux, même les plus ternes et fatiguées.
Masque détoxifiant et illuminateur pour le visage à la formule active 3 temps et aux notes énergisantes d’agrumes.Il libère la peau de ses impuretés et réveille instantanément l’éclat du teint.
Gel ultra-frais au parfum vitaminé qui lisse la peau et l’hydrate pendant 24h tout en tonifiant le corps et l’esprit.
Shampooing pour cheveux normaux qui nettoie en douceur grâce à ses tensio-actifs d’origine naturelle. Sa mousse délicate et son délicieux parfum orange-verveine rendent votre chevelure plus douce, plus souple et visiblement brillante.

",https://anais.tn/produit/nuxe-coffret-bio-beaute-format-voyage/,https://anais.tn/wp-content/uploads/2020/11/COFFRET-Nuxe-min.jpg,Cheveux
199,PHARMACERIS APRÈS SHAMPOING SOIN STIMULANT,40.850 TND TTC,"

Le Soin stimulant pousse des cheveux H-STIMULINUM recommandé pour les hommes et les femmes, pour laver le cuir chevelu et les cheveux qui ont tendance à tomber ou à grisonner. conseillé pour les cheveux affaiblis, atteints d’un vieillissement permaner. 
Conseillé pour les cheveux affaiblis.

",https://anais.tn/produit/pharmaceris-apres-shampoing-soin-stimulant/,https://anais.tn/wp-content/uploads/2021/04/PHARMACERISH-STIMULINUMAPRES-SHAMPOING_1000x.jpg,Cheveux
200,PHYTEAL ARGASKIN  SHAMPOOING ANTI-CHUTE 250ML,34.600 TND TTC,"

Shampooing anti-chute est un traitement naturel de la chute des cheveux.
Composé d’huile d’argan, ARGASKIN shampooing anti-chute est un soin qui prévient la chute des cheveux et en favorise la repousse.
Il donnera souplesse et brillance à votre chevelure.
Riche en vitamine E, vos cheveux seront nourris et hydratés en profondeur.

",https://anais.tn/produit/phyteal-argaskin-shampooing-anti-chute-250ml/,https://anais.tn/wp-content/uploads/2020/05/img_0140.png,Cheveux
201,PHYTEAL ULTRALISS MASQUE LISSANT 100ML,24.413 TND TTC,"

Ultraliss  masque lissant est un soin réparant pour les cheveux cassants et abimés.
Composé de kératine organique, ULTRALISS masque lissant apporte brillance et tonicité à votre chevelure.
Grâce aux vertus de la kératine, ULTRALISS masque lissant restaure et protège les chevelures endommagées.
Vos cheveux seront faciles à peigner et prêts pour un coiffage lissant sans aucune résistance. 
Il redonnera vigueur et force.

",https://anais.tn/produit/phyteal-ultraliss-masque-lissant-100ml/,https://anais.tn/wp-content/uploads/2020/05/img_0223.png,Cheveux
202,PHYTEAL ULTRALISS SERUM TRAITANT 40ML,28.530 TND TTC,"

Ultraliss  sérum traitant est un soin réparant pour les cheveux cassants et abimés.
Composé de kératine organique et de vitamine B5, ULTRALISS sérum traitant apporte brillance et tonicité à votre chevelure.
Grâce aux vertus de la kératine, ULTRALISS sérum traitant restaure et protège les chevelures endommagées.
Vos cheveux seront faciles à peigner et prêts pour un coiffage lissant sans aucune résistance.
 Il redonnera vigueur et force.

",https://anais.tn/produit/phyteal-ultraliss-serum-traitant-40ml/,https://anais.tn/wp-content/uploads/2020/05/phyteal-ultraliss-serum-traitant-a-la-keratine-40ml.jpg,Cheveux
203,PHYTEAL ULTRALISS SHAMPOOING LISSANT 250ML,30.393 TND TTC,"

 Shampooing lissant est un soin réparant pour les cheveux cassants et abimés.
Composé de kératine organique, ULTRALISS shampooing lissant apporte brillance et tonicité à votre chevelure.
Grâce aux vertus de la kératine, ULTRALISS shampooing lissant restaure et protège les chevelures endommagées.
Vos cheveux seront faciles à peigner et prêts pour un coiffage lissant sans aucune résistance. 
Il redonnera vigueur et force.

",https://anais.tn/produit/phyteal-ultraliss-shampooing-lissant-250ml/,https://anais.tn/wp-content/uploads/2020/05/shampoing-phyteal-phyteal-ultraliss-shampooing-lissant-a-la-keratine-250ml.jpg,Cheveux
204,PHYTO – PHYTOCOLOR,41.950 TND TTC,"

Formulée sans ammoniaque, la coloration permanente Phytocolor colore la chevelure et lui apporte douceur et brillance.
 Grâce à haute concentration en pigments végétaux (74%), elle apporte intensité à votre couleur et dote votre chevelure de reflets naturels et lumineux.
Couvrante, elle camoufle jusqu’à 100% des cheveux blancs dès la première application .
fibre capillaire, la coloration permanente Phytocolor associe .
des huiles de Monoï et Jojoba nourrissantes et assouplissantes,de l’extrait d’écorce de jujubier pour préserver le cuir chevelu des irritations.

",https://anais.tn/produit/phytocolor-n1-n7-n7-3n8n4n5-7n5-3-n8-3n6-77n9n6-3n4-77n3-n6n4n5-35n7-43n6-34n7-74n4mn4mcn7dn6acn4dnbcdn9d/,https://anais.tn/wp-content/uploads/2020/05/5b90e43921d2b_5.7_CHATAIN_CLAIR_MARRON.png,Cheveux
205,PHYTO – PHYTOSPECIFIC MA CRÈME SUPER MAGIQUE 125ml,43.900 TND TTC,"

Ma crème super magique de Phytospecific est un soin sans rinçage pour nourrir et hydrater les cheveux frisés et crépus des enfants.
 Elle adoucit et protège les chevelures ultra-sèches et sensibles. 
Elle assouplit instantanément les cheveux et facilite le coiffage des cheveux les plus rebelles.

",https://anais.tn/produit/phyto-phytospecific-ma-creme-super-magique/,https://anais.tn/wp-content/uploads/2020/05/ae77bfafcd3008fd7e9497c02a2bce12-min.jpg,Cheveux
206,PHYTO – PHYTOSPECIFIC SHAMPOOING DÉMÊLANT MAGIQUE 400ML,69.900 TND TTC,"

Lave en douceur cheveux et corps 
Démêle instantanément 
Hydrate intensément cheveux et cuirs chevelus 
Laisse la peau douce .
Ce soin est formulé pour leurs cheveux frisés ou crépus les plus indomptables, emmêlés ou secs, des enfants de 3 à 12 ans.
 Il procure une douceur et un démêlage sans égal, sans piquer les yeux ! Hypoallergénique, il est aussi conçu sans sulfates, sans parabènes, sans silicones et sans huiles minérales et assure un shampooing en toute sécurité 
Plaisir et naturalité rendent ce soin Magique.

",https://anais.tn/produit/phyto-specific-shampooing-demelant-magique-400ml/,https://anais.tn/wp-content/uploads/2020/05/3338220100864-phyto-specific-kids-shampooing-douche-demelant-magique-400ml-2x-min.jpg,Cheveux
207,PHYTO – PHYTOSPECIFIC SPRAY DÉMÊLANT MAGIQUE 200ML,54.476 TND TTC,"

Sos « anti-noeuds », SOS « anti-pleurs » , ce soin dompte en douceur les textures frisées et crépues les plus rebelles des enfants, en offrant un démêlage instantané ! Hypoallergénique, sa formule, sans sulfate, sans parabène, sans silicone et sans huile minérale, assure un coiffage en toute sécurité. 
Plaisir et naturalité se conjuguent avec performance démêlante et hydratante pour rendre ce soin Magique .

",https://anais.tn/produit/phyto-phytospecific-spray-demelant-magique-200ml/,https://anais.tn/wp-content/uploads/2020/05/phyto-phytospecific-kids-spray-demelant-magique-200ml-500x500-removebg-preview.png,Cheveux
